dhn_id,NIK,status_dhn,alasan,tanggal_input
DHN000215,3172012609800215,Tidak,,2023-04-24
DHN000216,3275011006770216,Tidak,,2025-07-24
DHN000217,3671014103930217,Ya,Tunggakan kredit >90 hari di bank lain,2024-10-21
DHN000218,3275016309990218,Tidak,,2024-09-06
DHN000219,3271016606790219,Tidak,,2025-08-17
DHN000220,3275012907700220,Tidak,,2023-11-13
DHN000221,3175012603760221,Tidak,,2023-04-09
DHN000222,3671015801650222,Tidak,,2026-06-24
DHN000223,3275010508030223,Tidak,,2023-10-01
DHN000224,3276010303820224,Tidak,,2025-06-06
DHN000225,3171016106830225,Tidak,,2024-07-02
DHN000226,3171014406770226,Tidak,,2025-03-06
DHN000227,3671011907980227,Tidak,,2024-11-01
DHN000228,3271010312700228,Tidak,,2023-10-18
DHN000229,3174011809670229,Tidak,,2026-04-17
DHN000230,3671011306770230,Tidak,,2025-04-25
DHN000231,3276010708670231,Tidak,,2025-07-29
DHN000232,3174010805720232,Tidak,,2026-05-01
DHN000233,3674011503770233,Tidak,,2024-05-29
DHN000234,3175012201720234,Tidak,,2025-08-23
DHN000235,3174010103860235,Tidak,,2023-08-15
DHN000236,3271016001020236,Tidak,,2025-10-23
DHN000237,3271014709790237,Tidak,,2026-05-22
DHN000238,3671012908990238,Tidak,,2023-06-09
DHN000239,3175016401650239,Tidak,,2025-05-29
DHN000240,3174012105750240,Tidak,,2025-04-19
DHN000241,3173011909940241,Tidak,,2026-01-12
DHN000242,3174014402740242,Tidak,,2023-03-31
DHN000243,3671016307990243,Tidak,,2025-09-30
DHN000244,3174012511960244,Tidak,,2024-04-20
DHN000245,3671014104690245,Ya,Tunggakan kredit >90 hari di bank lain,2023-04-05
DHN000246,3671015402910246,Tidak,,2023-02-28
DHN000247,3171012909900247,Tidak,,2023-06-12
DHN000248,3271014301850248,Tidak,,2025-07-06
DHN000249,3276012210830249,Tidak,,2026-03-11
DHN000250,3271014406820250,Tidak,,2025-08-22
DHN000251,3671016902720251,Tidak,,2025-08-20
DHN000252,3171017107910252,Tidak,,2025-04-02
DHN000253,3671011611720253,Tidak,,2025-02-23
DHN000254,3171011404800254,Tidak,,2023-04-06
DHN000255,3671011604910255,Tidak,,2023-04-18
DHN000256,3671014601750256,Tidak,,2024-01-02
DHN000257,3671014303730257,Tidak,,2023-11-24
DHN000258,3276011607930258,Ya,Tunggakan kredit >90 hari di bank lain,2023-02-20
DHN000259,3671016802670259,Tidak,,2026-08-20
DHN000260,3671011804720260,Tidak,,2024-05-26
DHN000261,3174015607890261,Tidak,,2025-05-30
DHN000262,3276011007730262,Tidak,,2024-09-22
DHN000263,3674012211710263,Tidak,,2023-09-25
DHN000264,3171011808930264,Tidak,,2024-03-20
DHN000265,3276012308810265,Tidak,,2025-11-13
DHN000266,3671011310710266,Ya,Terlibat kasus fraud dokumen,2023-10-07
DHN000267,3276015405860267,Tidak,,2024-05-23
DHN000268,3174012912830268,Tidak,,2024-12-04
DHN000269,3271010506030269,Tidak,,2024-10-16
DHN000270,3671012709690270,Tidak,,2024-01-06
DHN000271,3674015506710271,Tidak,,2023-10-16
DHN000272,3271017007770272,Tidak,,2023-03-02
DHN000273,3671014706730273,Tidak,,2026-05-18
DHN000274,3671010102710274,Tidak,,2024-09-28
DHN000275,3271015012010275,Tidak,,2023-07-27
DHN000276,3671015106800276,Ya,Terlibat kasus fraud dokumen,2024-06-16
DHN000277,3671012601770277,Tidak,,2024-11-19
DHN000278,3671012112960278,Tidak,,2025-04-02
DHN000279,3172015809940279,Tidak,,2024-01-16
DHN000280,3271015406730280,Tidak,,2026-07-21
DHN000281,3271011110830281,Tidak,,2026-07-05
DHN000282,3271014412020282,Tidak,,2023-08-11
DHN000283,3671012112740283,Tidak,,2023-10-30
DHN000284,3275015606930284,Tidak,,2023-02-17
DHN000285,3171011605800285,Tidak,,2023-12-13
DHN000286,3174011204850286,Tidak,,2025-01-09
DHN000287,3674015803650287,Tidak,,2024-06-12
DHN000288,3671012502750288,Tidak,,2026-08-17
DHN000289,3671015506840289,Tidak,,2023-02-23
DHN000290,3174011506910290,Tidak,,2026-03-27
DHN000291,3671010203670291,Tidak,,2024-06-01
DHN000292,3671010507780292,Tidak,,2023-08-05
DHN000293,3671014609770293,Tidak,,2023-06-13
DHN000294,3276014810660294,Ya,Terlibat kasus fraud dokumen,2026-03-11
DHN000295,3671011009710295,Tidak,,2025-04-04
DHN000296,3174016406010296,Tidak,,2024-11-13
DHN000297,3671012909790297,Tidak,,2024-06-18
DHN000298,3674015312950298,Tidak,,2024-12-13
DHN000299,3671015702730299,Tidak,,2023-11-23
DHN000300,3175016005940300,Tidak,,2024-11-05
DHN000301,3173014507800301,Tidak,,2024-10-03
DHN000302,3173016105790302,Tidak,,2023-07-19
DHN000303,3173014412840303,Tidak,,2025-06-29
DHN000304,3172011908890304,Tidak,,2025-03-08
DHN000305,3173016311790305,Tidak,,2024-10-16
DHN000306,3671012707890306,Tidak,,2025-05-01
DHN000307,3171010206700307,Tidak,,2026-06-10
DHN000308,3671015805870308,Tidak,,2026-02-21
DHN000309,3671011308870309,Tidak,,2024-03-27
DHN000310,3671012610020310,Tidak,,2025-05-13
DHN000311,3171014908870311,Tidak,,2024-09-12
DHN000312,3172015110690312,Tidak,,2026-05-17
DHN000313,3671016502740313,Tidak,,2024-10-24
DHN000314,3275011202820314,Tidak,,2023-02-23
DHN000315,3671015511980315,Tidak,,2026-05-12
DHN000316,3173012810660316,Tidak,,2023-12-28
DHN000317,3174016411710317,Tidak,,2025-04-14
DHN000318,3276010104730318,Tidak,,2023-10-30
DHN000319,3271010303780319,Tidak,,2025-11-13
DHN000320,3671015610660320,Tidak,,2026-06-15
DHN000321,3276015605790321,Tidak,,2025-09-14
DHN000322,3275012303740322,Tidak,,2025-01-29
DHN000323,3171011708000323,Tidak,,2025-10-02
DHN000324,3173015603950324,Tidak,,2023-11-09
DHN000325,3175011904000325,Tidak,,2023-05-02
DHN000326,3171014107980326,Tidak,,2024-01-28
DHN000327,3174011611660327,Tidak,,2023-07-23
DHN000328,3671012203720328,Tidak,,2024-08-10
DHN000329,3175015702950329,Tidak,,2024-02-07
DHN000330,3671010609730330,Tidak,,2023-01-21
DHN000331,3276016103650331,Tidak,,2025-04-10
DHN000332,3271014511860332,Tidak,,2023-07-27
DHN000333,3671011506010333,Tidak,,2024-09-05
DHN000334,3172012211970334,Tidak,,2024-04-29
DHN000335,3671012012980335,Ya,Terlibat kasus fraud dokumen,2025-11-10
DHN000336,3276016710670336,Tidak,,2025-10-21
DHN000337,3275012707960337,Tidak,,2025-01-19
DHN000338,3172015404760338,Tidak,,2025-12-18
DHN000339,3174013101880339,Tidak,,2026-03-28
DHN000340,3671010808860340,Tidak,,2026-06-27
DHN000341,3171012903930341,Tidak,,2024-08-16
DHN000342,3671010511680342,Tidak,,2025-07-16
DHN000343,3671011007720343,Tidak,,2023-03-22
DHN000344,3671012801020344,Tidak,,2026-05-13
DHN000345,3172011103890345,Tidak,,2026-04-08
DHN000346,3271010406910346,Tidak,,2023-02-13
DHN000347,3671014512900347,Tidak,,2025-04-28
DHN000348,3671012109760348,Tidak,,2026-05-09
DHN000349,3671012005760349,Tidak,,2026-03-24
DHN000350,3174015508740350,Tidak,,2026-01-25
DHN000351,3674011512680351,Tidak,,2023-08-21
DHN000352,3171016109930352,Tidak,,2026-02-04
DHN000353,3276012005940353,Tidak,,2026-03-05
DHN000354,3671011701690354,Ya,Terlibat kasus fraud dokumen,2024-04-01
DHN000355,3671015709760355,Tidak,,2025-08-25
DHN000356,3271012102960356,Tidak,,2023-05-27
DHN000357,3275010203820357,Tidak,,2023-05-03
DHN000358,3173016203950358,Tidak,,2024-06-12
DHN000359,3173012401980359,Tidak,,2024-09-13
DHN000360,3174012604950360,Tidak,,2026-03-30
DHN000361,3674015603730361,Tidak,,2023-05-01
DHN000362,3276010507850362,Tidak,,2025-10-10
DHN000363,3271016706920363,Tidak,,2023-07-16
DHN000364,3276016010830364,Tidak,,2023-08-03
DHN000365,3172012205840365,Tidak,,2024-04-02
DHN000366,3671016403000366,Tidak,,2025-05-14
DHN000367,3275010703850367,Tidak,,2024-06-03
DHN000368,3671011711900368,Tidak,,2025-05-18
DHN000369,3276014807720369,Tidak,,2026-01-11
DHN000370,3271016702920370,Tidak,,2026-06-12
DHN000371,3175011505980371,Tidak,,2023-04-21
DHN000372,3671013008690372,Tidak,,2025-02-27
DHN000373,3172015308020373,Tidak,,2025-12-26
DHN000374,3671014407910374,Tidak,,2025-12-16
DHN000375,3674012708760375,Tidak,,2025-08-14
DHN000376,3271013005650376,Tidak,,2025-11-20
DHN000377,3671016802020377,Tidak,,2024-10-05
DHN000378,3671015107830378,Tidak,,2026-01-08
DHN000379,3276016105790379,Tidak,,2023-02-22
DHN000380,3671011206750380,Tidak,,2024-01-23
DHN000381,3175014708680381,Tidak,,2026-05-11
DHN000382,3171014604820382,Tidak,,2023-07-25
DHN000383,3271015202720383,Ya,Terlibat kasus fraud dokumen,2026-08-12
DHN000384,3671012501700384,Tidak,,2025-08-01
DHN000385,3174016501910385,Tidak,,2025-09-18
DHN000386,3671014709670386,Tidak,,2026-06-19
DHN000387,3674016111970387,Tidak,,2023-03-18
DHN000388,3276014306900388,Tidak,,2024-11-19
DHN000389,3271010410010389,Tidak,,2024-01-27
DHN000390,3175014505970390,Tidak,,2026-01-13
DHN000391,3275016704690391,Tidak,,2025-10-20
DHN000392,3671010707940392,Tidak,,2024-11-12
DHN000393,3671012904020393,Tidak,,2023-06-05
DHN000394,3671014706020394,Tidak,,2025-11-04
DHN000395,3671012807900395,Tidak,,2026-06-30
DHN000396,3671012208870396,Tidak,,2024-11-29
DHN000397,3671016201020397,Tidak,,2024-03-10
DHN000398,3275017107970398,Tidak,,2024-05-30
DHN000399,3175010211890399,Tidak,,2024-01-05
DHN000400,3275010408900400,Tidak,,2026-03-28
DHN000401,3275011310970401,Tidak,,2025-07-13
DHN000402,3671010606670402,Tidak,,2026-08-06
DHN000403,3671012712840403,Tidak,,2023-04-21
DHN000404,3172016811820404,Tidak,,2024-04-15
DHN000405,3671014503900405,Tidak,,2026-03-10
DHN000406,3271011608800406,Tidak,,2025-08-05
DHN000407,3171012909950407,Tidak,,2025-10-07
DHN000408,3175011003850408,Tidak,,2024-02-20
DHN000409,3174016311810409,Tidak,,2024-04-20
DHN000410,3174010806820410,Tidak,,2025-11-18
DHN000411,3175016809860411,Tidak,,2023-01-07
DHN000412,3671016910650412,Tidak,,2023-03-04
DHN000413,3172016707770413,Tidak,,2024-06-01
DHN000414,3173014601790414,Tidak,,2023-07-05
DHN000415,3671011704840415,Tidak,,2024-06-08
DHN000416,3671010305990416,Tidak,,2024-02-01
DHN000417,3671010203920417,Tidak,,2023-12-04
DHN000418,3271010304730418,Tidak,,2025-05-05
DHN000419,3276012004980419,Tidak,,2026-08-14
DHN000420,3674016710990420,Tidak,,2026-06-04
DHN000421,3171010804880421,Tidak,,2024-10-01
DHN000422,3674016006720422,Tidak,,2026-07-25
DHN000423,3171010712990423,Tidak,,2024-09-08
DHN000424,3276016303970424,Tidak,,2023-09-10
DHN000425,3275011906990425,Tidak,,2023-01-17
DHN000426,3671015512770426,Tidak,,2024-06-24
DHN000427,3671014309750427,Tidak,,2023-10-01
DHN000428,3276011303670428,Tidak,,2024-02-25
DHN000429,3174015509830429,Tidak,,2023-10-16
DHN000430,3271011407810430,Tidak,,2023-01-29
DHN000431,3276015903960431,Tidak,,2023-03-10
DHN000432,3271016710700432,Tidak,,2026-02-03
DHN000433,3275013001980433,Ya,Cek/giro kosong berulang,2025-01-16
DHN000434,3671013105760434,Tidak,,2026-01-24
DHN000435,3671016904020435,Tidak,,2025-02-07
DHN000436,3271017009850436,Tidak,,2023-12-23
DHN000437,3271012112670437,Tidak,,2024-01-25
DHN000438,3271010411960438,Tidak,,2024-04-02
DHN000439,3174011510810439,Tidak,,2024-06-15
DHN000440,3671011610990440,Tidak,,2026-02-24
DHN000441,3174015412780441,Tidak,,2025-09-22
DHN000442,3276012505790442,Tidak,,2025-12-08
DHN000443,3275014709650443,Tidak,,2023-05-18
DHN000444,3271010104890444,Ya,Laporan pihak ketiga terkait sengketa usaha,2024-04-14
DHN000445,3172010408910445,Tidak,,2024-09-03
DHN000446,3173015305690446,Tidak,,2023-12-09
DHN000447,3671016005000447,Tidak,,2023-07-10
DHN000448,3271015202920448,Tidak,,2023-05-11
DHN000449,3674015409750449,Tidak,,2024-08-06
DHN000450,3671014610720450,Tidak,,2025-06-15
DHN000451,3275014211910451,Tidak,,2026-08-13
DHN000452,3671012704850452,Tidak,,2024-08-01
DHN000453,3671014201690453,Tidak,,2025-03-23
DHN000454,3275012008030454,Tidak,,2025-08-17
DHN000455,3671016009940455,Tidak,,2024-10-06
DHN000456,3171015007650456,Tidak,,2025-09-23
DHN000457,3671015612920457,Tidak,,2024-03-25
DHN000458,3172010705870458,Tidak,,2023-12-13
DHN000459,3275015705710459,Tidak,,2024-10-10
DHN000460,3275015201860460,Tidak,,2023-06-23
DHN000461,3671011108970461,Tidak,,2026-07-10
DHN000462,3172015306680462,Tidak,,2024-05-27
DHN000463,3671012707940463,Tidak,,2023-08-12
DHN000464,3671016907020464,Tidak,,2024-11-13
DHN000465,3275012310930465,Tidak,,2025-05-09
DHN000466,3671015401820466,Tidak,,2023-05-24
DHN000467,3671015505690467,Tidak,,2025-07-23
DHN000468,3671014912970468,Tidak,,2024-01-24
DHN000469,3172013008690469,Tidak,,2023-06-26
DHN000470,3671012111910470,Tidak,,2023-12-30
DHN000471,3271011212850471,Tidak,,2024-07-27
DHN000472,3674014412790472,Tidak,,2024-04-08
DHN000473,3171010204890473,Tidak,,2023-11-03
DHN000474,3173014509710474,Ya,Tunggakan kredit >90 hari di bank lain,2026-04-05
DHN000475,3275016503890475,Tidak,,2025-07-27
DHN000476,3275015305930476,Tidak,,2026-03-18
DHN000477,3276012905780477,Tidak,,2023-11-12
DHN000478,3671011212860478,Tidak,,2024-06-01
DHN000479,3275011103830479,Ya,Cek/giro kosong berulang,2025-03-27
DHN000480,3173010105940480,Tidak,,2023-08-22
DHN000481,3276016206020481,Tidak,,2025-08-05
DHN000482,3671015907790482,Tidak,,2024-07-14
DHN000483,3276016512980483,Tidak,,2023-04-10
DHN000484,3671012011990484,Tidak,,2024-04-12
DHN000485,3276014104740485,Tidak,,2024-11-01
DHN000486,3671011802930486,Tidak,,2026-07-27
DHN000487,3671016810850487,Tidak,,2024-02-23
DHN000488,3174010512930488,Tidak,,2023-03-18
DHN000489,3671010302720489,Tidak,,2023-03-22
DHN000490,3671016804750490,Tidak,,2024-11-11
DHN000491,3275012107840491,Tidak,,2025-02-24
DHN000492,3276015006660492,Ya,Laporan pihak ketiga terkait sengketa usaha,2024-07-08
DHN000493,3671010106000493,Tidak,,2023-09-11
DHN000494,3275017009970494,Tidak,,2025-07-08
DHN000495,3173012611970495,Tidak,,2023-11-16
DHN000496,3173011210740496,Tidak,,2025-09-29
DHN000497,3671012805850497,Tidak,,2024-03-06
DHN000498,3173012712950498,Tidak,,2024-07-09
DHN000499,3671010302880499,Tidak,,2023-04-25
DHN000500,3671016602900500,Tidak,,2025-03-11
DHN000501,3674010706770501,Tidak,,2026-03-03
DHN000502,3671015104850502,Tidak,,2025-10-01
DHN000503,3175015001700503,Tidak,,2024-11-06
DHN000504,3275016901780504,Ya,Kredit macet yang belum diselesaikan,2023-08-28
DHN000505,3671015807850505,Tidak,,2024-04-10
DHN000506,3175014410770506,Tidak,,2024-01-08
DHN000507,3175011010900507,Ya,Cek/giro kosong berulang,2024-02-02
DHN000508,3674016103890508,Tidak,,2023-01-12
DHN000509,3671015301940509,Tidak,,2023-07-30
DHN000510,3172017003700510,Tidak,,2024-10-17
DHN000511,3172011308880511,Tidak,,2023-04-23
DHN000512,3275016911940512,Tidak,,2026-02-03
DHN000513,3674014203900513,Tidak,,2026-08-05
DHN000514,3671015206710514,Tidak,,2026-03-31
DHN000515,3674010511720515,Tidak,,2023-09-27
DHN000516,3671010203870516,Tidak,,2023-09-27
DHN000517,3674011701730517,Tidak,,2026-06-10
DHN000518,3674016202960518,Tidak,,2025-10-29
DHN000519,3671011201810519,Tidak,,2024-02-18
DHN000520,3671012104990520,Ya,Tunggakan kredit >90 hari di bank lain,2026-04-24
DHN000521,3671014712010521,Tidak,,2023-11-07
DHN000522,3172010212740522,Tidak,,2023-10-24
DHN000523,3173011508800523,Tidak,,2023-06-04
