rm_id,n_nasabah,n_diterima,avg_eligibility_score,std_eligibility_score,total_loan_requested,total_approved_credit,dominant_industry,dominant_sub_industry,dominant_region,n_industry,n_sub_industry,n_region,approval_rate,rm_name,branch_name,region,jabatan,level,kapasitas_max_nasabah,join_date,rm_label,cluster_id,jaccard_strength,value_centrality_credit
RM0054,11,7,0.6278181818181818,0.1539297360368153,4800000000,3900000000.0,Perdagangan,Rental Kendaraan,Region 1,4,8,4,0.6363636363636364,Fauzi Setiawan,KCP Gajah Mada,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,12,2020-07-15,Fauzi Setiawan,0,0.0770229892050563,275850000000.0
RM0055,19,15,0.6896842105263158,0.14952742321192347,7325000000,5450000000.0,Perdagangan,Grosir Pakaian,Region 2,6,14,4,0.7894736842105263,Dewi Saputra,KCP Gajah Mada,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,25,2015-05-21,Dewi Saputra,1,0.08606089120866711,349425000000.0
RM0056,11,9,0.6546363636363636,0.15275161061492787,2775000000,2575000000.0,Jasa,Percetakan,Region 2,5,9,4,0.8181818181818182,Maya Wibowo,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,11,2017-10-02,Maya Wibowo,1,0.05584827806906168,155750000000.0
RM0057,16,14,0.655125,0.13534394457578566,4150000000,3900000000.0,Jasa,Percetakan,Region 1,6,13,4,0.875,Andi Hutapea,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,19,2021-03-09,Andi Hutapea,1,0.08517011972233433,288375000000.0
RM0058,6,5,0.6553333333333333,0.12129578173484298,1900000000,900000000.0,Perdagangan,Distributor Hasil Tani,Region 3,4,5,3,0.8333333333333334,Ratna Nugroho,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,9,2017-04-21,Ratna Nugroho,1,0.05926734742067453,95575000000.0
RM0059,17,14,0.6904705882352941,0.12273554784935924,3925000000,3700000000.0,Kuliner,Warung Makan,Region 3,6,12,4,0.8235294117647058,Rita Wijaya,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,20,2023-04-08,Rita Wijaya,2,0.09664300589526512,304650000000.0
RM0060,17,13,0.658,0.11560601195439622,4850000000,3700000000.0,Jasa,Rental Kendaraan,Region 4,6,11,4,0.7647058823529411,Siti Nugroho,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,20,2016-07-04,Siti Nugroho (RM0060),3,0.0981369259468607,310825000000.0
RM0061,8,7,0.70275,0.12359004814304429,1650000000,1575000000.0,Kuliner,Warung Makan,Region 3,5,7,4,0.875,Ahmad Siregar,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,8,2019-11-24,Ahmad Siregar,0,0.06900997370612673,153500000000.0
RM0062,8,7,0.71675,0.12157860479071614,3100000000,3025000000.0,Jasa,Jasa Konstruksi Kecil,Region 4,5,6,4,0.875,Fitri Kurniawan,KCP Pecenongan,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,11,2023-12-16,Fitri Kurniawan,3,0.06262688775791528,223375000000.0
RM0063,9,8,0.67,0.11703311497178906,2725000000,2625000000.0,Transportasi,Ekspedisi Kecil,Region 2,4,7,3,0.8888888888888888,Rian Siregar,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,11,2025-01-28,Rian Siregar,2,0.08057933827495933,245550000000.0
RM0064,12,9,0.63675,0.15991936888774463,4325000000,2250000000.0,Transportasi,Restoran,Region 2,6,7,4,0.75,Anggi Firmansyah,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,17,2016-06-27,Anggi Firmansyah,2,0.07604270904037921,192325000000.0
RM0065,13,13,0.706076923076923,0.11274119443698,1775000000,1775000000.0,Pertanian,Distributor Hasil Tani,Region 1,6,9,4,1.0,Eko Rahman,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,16,2020-01-26,Eko Rahman,3,0.09445715208680555,227075000000.0
RM0066,8,8,0.68325,0.07913776414762878,2650000000,2650000000.0,Transportasi,Rental Kendaraan,Region 3,4,5,3,1.0,Wahyu Susanto,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,9,2016-05-28,Wahyu Susanto (RM0066),0,0.07592707791570096,201000000000.0
RM0067,13,11,0.6593076923076923,0.1096793695394175,3300000000,2475000000.0,Pertanian,Peternakan Ayam,Region 2,5,10,4,0.8461538461538461,Ika Wibowo,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,14,2020-05-07,Ika Wibowo,0,0.08584663991180842,235450000000.0
RM0068,7,6,0.6859999999999999,0.16624780700308,2050000000,1300000000.0,Perdagangan,Distributor Bahan Bangunan,Region 3,4,5,4,0.8571428571428571,Rian Hidayat,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,8,2023-11-25,Rian Hidayat,1,0.0503545534205564,104950000000.0
RM0069,4,4,0.68825,0.0681487343976394,1500000000,1500000000.0,Perdagangan,Grosir Pakaian,Region 3,2,3,2,1.0,Joko Santoso,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,8,2024-11-12,Joko Santoso,2,0.03316364109257988,84050000000.0
RM0070,9,7,0.6491111111111112,0.13797413203608536,3225000000,3125000000.0,Kuliner,Restoran,Region 2,5,8,4,0.7777777777777778,Dimas Saputra,KC Sudirman,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,10,2020-01-29,Dimas Saputra,1,0.06257347629535097,177525000000.0
RM0071,10,10,0.6973,0.07492522198091166,3250000000,3250000000.0,Jasa,Percetakan,Region 3,4,6,4,1.0,Yudi Susanto,KC Sudirman,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,11,2015-01-29,Yudi Susanto,3,0.06682717209092436,200700000000.0
RM0072,9,8,0.6542222222222223,0.11720471169899463,3075000000,3000000000.0,Pertanian,Distributor Hasil Tani,Region 2,5,8,4,0.8888888888888888,Rian Tanjung,KC Sudirman,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,12,2018-11-12,Rian Tanjung,3,0.07591212356959635,207800000000.0
RM0073,14,14,0.7546428571428571,0.049300658667556826,5425000000,5425000000.0,Kuliner,Ekspedisi Kecil,Region 1,5,12,4,1.0,Fajar Halim,KC Sudirman,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,17,2021-08-19,Fajar Halim,1,0.06936451546736928,282150000000.0
RM0074,8,7,0.720875,0.09136651074498954,2575000000,2425000000.0,Transportasi,Rental Kendaraan,Region 3,5,7,4,0.875,Ika Suryadi,KC Sudirman,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,8,2023-08-07,Ika Suryadi,3,0.06490699489647472,183875000000.0
RM0075,7,7,0.7017142857142857,0.09335365425040826,2575000000,2575000000.0,Jasa,Bengkel,Region 2,4,7,4,1.0,Novi Tanjung,KC Sudirman,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,9,2018-02-22,Novi Tanjung (RM0075),1,0.0562767466390857,165000000000.0
RM0076,4,3,0.67875,0.17316153344974355,1525000000,775000000.0,Pertanian,Warung Makan,Region 3,3,4,2,0.75,Tri Nugroho,KC Sudirman,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,5,2024-10-19,Tri Nugroho,3,0.05916430301235944,100150000000.0
RM0077,7,7,0.6774285714285714,0.08274027061203258,3050000000,3050000000.0,Kuliner,Bakery,Region 1,4,7,4,1.0,Rudi Firmansyah,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,10,2021-02-12,Rudi Firmansyah (RM0077),1,0.06829860743596672,186075000000.0
RM0078,14,12,0.6715,0.11192081678923377,3500000000,3375000000.0,Kuliner,Jasa Konstruksi Kecil,Region 4,6,11,4,0.8571428571428571,Gunawan Rahman,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,16,2024-08-06,Gunawan Rahman,3,0.08630927865211296,262575000000.0
RM0079,14,12,0.6942142857142857,0.11664092075941612,3200000000,2500000000.0,Pertanian,Laundry,Region 1,6,10,4,0.8571428571428571,Krisna Setiawan,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,16,2018-05-17,Krisna Setiawan,1,0.09016711780775323,232975000000.0
RM0080,11,10,0.6847272727272727,0.08814316866222922,3450000000,3350000000.0,Perdagangan,Bengkel,Region 4,5,10,4,0.9090909090909091,Siti Lubis,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,13,2021-09-24,Siti Lubis,0,0.061621117810914026,196000000000.0
RM0081,13,9,0.6486923076923077,0.15980163986193668,5575000000,3900000000.0,Manufaktur,Peternakan Ayam,Region 4,6,9,4,0.6923076923076923,Dedi Rahman,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,14,2025-11-03,Dedi Rahman,3,0.08685440450598916,327125000000.0
RM0082,15,13,0.6874666666666667,0.1170267775625163,4875000000,4050000000.0,Jasa,Peternakan Ayam,Region 3,6,13,4,0.8666666666666667,Andi Susanto,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,15,2021-08-09,Andi Susanto,0,0.09550960849757231,349725000000.0
