application_id,NIK,cif_number,application_date,customer_type,company_name,legal_entity,owner_name,owner_gender,owner_age,owner_marital_status,owner_education,province,city,district,region,branch_name,industry,sub_industry,business_age_year,employee_count,monthly_turnover_est,transaction_frequency_monthly,loan_requested,jenis_kredit_diajukan,tenor_diajukan_bulan,tujuan_penggunaan_kredit,collateral_type,collateral_location,collateral_province,collateral_city,collateral_size_m2,collateral_market_value,collateral_liquidation_value,collateral_ratio,certificate_type,ownership_match,estimated_dsr,eligibility_score,label,rm_id,status_dhn,dhn_alasan,slik_n_loans,slik_worst_collectability,slik_n_banks,slik_total_outstanding,slik_total_installment_other,slik_avg_tenor_month,slik_has_macet,slik_has_credit_history,bank_n_accounts,bank_best_avg_balance_6m,bank_total_avg_credit,bank_total_avg_debit,bank_total_overdraft_6m,bank_current_balance_total,bank_best_current_balance,bank_any_dormant,net_profit_2024,net_profit_2025,operating_cashflow_2024,operating_cashflow_2025,revenue_2024,revenue_2025,total_asset_2024,total_asset_2025,total_liability_2024,total_liability_2025,revenue_growth_pct,profit_margin_2025,liability_to_asset_2025,agunan_kelurahan,land_area_m2,building_area_m2,nilai_tanah_per_m2,nilai_bangunan_per_m2,rm_name,rm_branch_name,rm_region,jabatan,level,kapasitas_max_nasabah,join_date,dsr_capped,is_female_owner,has_dhn_flag,bunga_persen_diajukan,cicilan_bulanan_pengajuan,loan_to_annual_revenue,kategori_tenor_diajukan,kategori_nominal_diajukan,flag_kur_di_luar_plafon
APP202600011,3275016305970011,CIF1000011,2025-03-03,UMKM,CV Panjaitan Mandiri,CV,Ika Pratama,P,29,Belum Menikah,S2,Jawa Barat,Bekasi,Serpong,Region 1,KCP Cipondoh,Jasa,Bengkel,1,19,1588186,166,1000000000,KMK,18,Modal kerja operasional usaha Bengkel,Ruko,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,405.2,13659956000,10927964800,13.66,HGB,Ya,3.0,0.683,Diterima,RM0152,Tidak,Tidak Berlaku,2.0,2.0,2.0,261081558.0,27459412.0,18.0,0.0,1,1,5810581,1134612,1050783,0,5757120,5757120,0,1929388.0,2141915.0,2655435.0,2110112.0,16731451.0,19058239.0,27194430.0,23366002.0,14312299.0,4734197.0,0.1391,0.1124,0.2026,Gunung,245.9,159.3,51340000,6500000,Iwan Gunawan,KCP Cipondoh,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2023-08-01,3.0,1,0,11.0,64722222.0,52.471,Menengah (13-36 bln),>500jt (KMK/KI saja),0
APP202600012,3172010612990012,CIF1000012,2025-06-08,UMKM,CV Handoko Mandiri,UD,Rudi Situmorang,L,27,Belum Menikah,D3,DKI Jakarta,Jakarta Utara,Cengkareng,Region 2,KCP Cikarang,Transportasi,Ekspedisi Kecil,17,66,3244561,175,50000000,KUR,36,Tambahan modal kerja usaha Ekspedisi Kecil,Rumah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,720.5,20339078000,16271262400,406.78,SHM,Ya,0.51,0.799,Diterima,RM0216,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,11244169,3384124,3259696,0,4561858,4561858,0,2935082.0,4131747.0,3494391.0,4618512.0,26492317.0,38934737.0,36601006.0,66970741.0,17239000.0,29641861.0,0.4697,0.1061,0.4426,Gunung,364.2,356.3,50700000,5260000,Lina Pratama,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,23,2018-09-11,0.51,0,0,6.0,1638889.0,1.284,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202600013,3174013110970013,CIF1000013,2025-09-01,UMKM,CV Setiawan Abadi,CV,Fajar Siregar,L,29,Cerai Hidup,S1,DKI Jakarta,Jakarta Selatan,Sukmajaya,Region 4,KCP Tebet Barat,Pertanian,Distributor Hasil Tani,4,48,1866669,92,1000000000,KI,60,Pengembangan lahan/kandang usaha Distributor Hasil Tani,Tanah,"Margahayu, Bekasi",Jawa Barat,Bekasi,75.4,571532000,457225600,0.57,HGB,Ya,3.0,0.579,Diterima,RM0040,Tidak,Tidak Berlaku,1.0,1.0,1.0,16847552.0,1457308.0,36.0,0.0,1,1,19152421,1617312,1312638,0,15944262,15944262,0,1231165.0,1846034.0,1671152.0,1588554.0,18067081.0,22400033.0,34941815.0,24644132.0,19194788.0,17043269.0,0.2398,0.0824,0.6916,Margahayu,75.4,0.0,7580000,3480000,Hadi Firmansyah,KCP Tebet Barat,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Senior RB,16,2017-11-12,3.0,0,0,10.0,25000000.0,44.643,Panjang (>36 bln),>500jt (KMK/KI saja),0
APP202600014,3671016412960014,CIF1000014,2025-11-25,UMKM,PT Pratama Mandiri,UD,Yuni Rahman,P,30,Belum Menikah,SMA/SMK,Banten,Tangerang,Tebet,Region 3,KCP Karawaci,Jasa,Jasa Konstruksi Kecil,1,29,4188559,152,150000000,KMK,12,Modal kerja operasional usaha Jasa Konstruksi Kecil,Ruko,"Mekarjaya, Depok",Jawa Barat,Depok,610.3,3693917000,2955133600,24.63,SHM,Ya,3.0,0.776,Diterima,RM0150,Tidak,Tidak Berlaku,2.0,1.0,2.0,53231076.0,2414743.0,48.0,0.0,1,1,30436142,3699126,2975860,0,52729265,52729265,0,4007724.0,4614035.0,4323458.0,6396908.0,40212029.0,50262710.0,58206932.0,58754685.0,13778668.0,31445170.0,0.2499,0.0918,0.5352,Mekarjaya,341.8,268.5,7940000,3650000,Joko Panjaitan,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2024-05-29,3.0,1,0,11.0,13875000.0,2.984,Pendek (<=12 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600015,3671012605910015,CIF1000015,2026-02-20,UMKM,PT Tanjung Sejahtera,CV,Eko Santoso,L,35,Cerai Hidup,D3,Banten,Tangerang,Tebet,Region 4,KCP Fatmawati,Perdagangan,Grosir Pakaian,18,15,636286,49,75000000,KMK,18,Modal kerja pembelian stok barang dagangan Grosir Pakaian,Tanah,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,332.7,8127861000,6502288800,108.37,SHM,Ya,3.0,0.75,Diterima,RM0026,Tidak,Tidak Berlaku,1.0,1.0,1.0,43202774.0,1173386.0,48.0,0.0,1,2,11534435,1284467,1090221,0,25651780,18149280,0,790221.0,690566.0,686642.0,667731.0,8102533.0,7635443.0,11422612.0,14793851.0,5905302.0,8870309.0,-0.0576,0.0904,0.5996,Tebet Timur,332.7,0.0,24430000,6300000,Ayu Setiawan,KCP Fatmawati,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Junior RB,12,2023-10-28,3.0,0,0,11.0,4854167.0,9.823,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600016,3674011208740016,CIF1000016,2025-05-19,UMKM,PT Firmansyah Makmur,PT,Dimas Nugroho,L,52,Belum Menikah,SMA/SMK,Jawa Barat,Tangerang Selatan,Bekasi Timur,Region 1,KCP Melawai,Pertanian,Peternakan Ayam,14,4,2012422,65,750000000,KMK,24,Modal kerja operasional usaha Peternakan Ayam,Tanah,"Mekarjaya, Depok",Jawa Barat,Depok,127.6,923824000,739059200,1.23,HGB,Ya,3.0,0.479,Ditolak,RM0004,Tidak,Tidak Berlaku,1.0,4.0,1.0,390990215.0,15413181.0,36.0,0.0,1,1,2546975,1250376,1189012,0,2749928,2749928,0,3777800.0,5193517.0,4520134.0,5696315.0,17856140.0,24149069.0,33451068.0,41762551.0,12673807.0,27607878.0,0.3524,0.2151,0.6611,Mekarjaya,127.6,0.0,7240000,3940000,Slamet Gunawan,KCP Melawai,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Senior RB,25,2021-06-13,3.0,0,0,11.0,38125000.0,31.057,Menengah (13-36 bln),>500jt (KMK/KI saja),0
APP202600017,3271010101840017,CIF1000017,2025-05-23,UMKM,CV Nugroho Abadi,CV,Rizky Lubis,L,42,Cerai Hidup,S1,Jawa Barat,Bogor,Bekasi Timur,Region 4,KCP Sawangan,Perdagangan,Grosir Pakaian,3,28,1521337,184,500000000,KUR,36,Tambahan modal kerja usaha Grosir Pakaian,Rumah,"Margahayu, Bekasi",Jawa Barat,Bekasi,651.8,3335597000,2668477600,6.67,SHM,Ya,3.0,0.593,Diterima,RM0261,Tidak,Tidak Berlaku,2.0,4.0,2.0,108510352.0,5655601.0,48.0,0.0,1,1,3991595,1186626,1117633,0,6878226,6878226,0,2014670.0,2354090.0,2278539.0,3081225.0,16185979.0,18256054.0,21141644.0,35626085.0,14568170.0,14394668.0,0.1279,0.1289,0.404,Margahayu,307.9,343.9,6980000,3450000,Nina Panjaitan,KCP Sawangan,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,7,2022-01-15,3.0,0,0,6.0,16388889.0,27.388,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600018,3172011502850018,CIF1000018,2026-08-09,UMKM,UD Susanto Abadi,UD,Fajar Hidayat,L,41,Menikah,S1,DKI Jakarta,Jakarta Utara,Tebet,Region 3,KCP Kelapa Gading Bukit,Transportasi,Ekspedisi Kecil,19,7,2604869,39,200000000,KI,48,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Ruko,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,706.5,9984115000,7987292000,49.92,HGB,Ya,3.0,0.483,Ditolak,RM0104,Tidak,Tidak Berlaku,2.0,4.0,2.0,370517758.0,48120649.0,18.0,0.0,1,2,18801149,4107182,3460026,1,56702878,33786312,0,2532375.0,3273759.0,2865683.0,4242413.0,24205649.0,31258429.0,36993224.0,59658338.0,13052384.0,32933255.0,0.2914,0.1047,0.552,Kelapa Gading Barat,353.5,353.0,23730000,4520000,Krisna Permana,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,19,2020-03-20,3.0,0,0,10.0,5833333.0,6.398,Panjang (>36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600019,3174012110980019,CIF1000019,2026-01-15,UMKM,PT Lubis Sejahtera,CV,Gunawan Rahman,L,28,Belum Menikah,S2,DKI Jakarta,Jakarta Selatan,Bekasi Timur,Region 3,KCP Ciputat,Manufaktur,Konveksi,18,33,1359169,47,300000000,KMK,18,Modal kerja pembelian bahan baku produksi Konveksi,Ruko,"Margahayu, Bekasi",Jawa Barat,Bekasi,355.5,2164396000,1731516800,7.21,SHM,Ya,3.0,0.781,Diterima,RM0164,Tidak,Tidak Berlaku,2.0,1.0,2.0,97916550.0,10453146.0,30.0,0.0,1,1,7526152,1080606,915752,0,3366225,3366225,0,859424.0,1321025.0,964435.0,1217529.0,12507497.0,16310035.0,18102923.0,23168219.0,9539342.0,7011604.0,0.304,0.081,0.3026,Margahayu,170.6,184.9,8330000,4019999,Yusuf Santoso,KCP Ciputat,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,9,2015-04-16,3.0,0,0,11.0,19416667.0,18.394,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600020,3674015810770020,CIF1000020,2026-01-05,UMKM,UD Hidayat Mandiri,UD,Siti Wibowo,P,49,Belum Menikah,D3,Jawa Barat,Tangerang Selatan,Kramat Jati,Region 1,KCP Melawai,Pertanian,Peternakan Ayam,1,59,905345,78,100000000,KMK,12,Modal kerja operasional usaha Peternakan Ayam,Ruko,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,208.5,5544622000,4435697600,55.45,HGB,Ya,3.0,0.377,Ditolak,RM0003,Ya,Laporan pihak ketiga terkait sengketa usaha,2.0,2.0,2.0,264191822.0,9449697.0,48.0,0.0,1,2,8109247,1441371,1200849,2,4092567,3494818,1,1501336.0,1332093.0,1755440.0,1443090.0,12183629.0,10864141.0,15735760.0,13209120.0,8361671.0,4040780.0,-0.1083,0.1226,0.3059,Gunung,100.7,107.8,48520000,6110000,Slamet Kusuma,KCP Melawai,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Senior RB,17,2025-07-02,3.0,1,1,11.0,9250000.0,9.205,Pendek (<=12 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600021,3671012107980021,CIF1000021,2025-09-18,UMKM,PT Halim Sejahtera,UD,Taufik Panjaitan,L,28,Menikah,S1,Banten,Tangerang,Tebet,Region 4,KCP Tebet Barat,Pertanian,Distributor Hasil Tani,14,56,1159887,94,200000000,KUR,36,Tambahan modal kerja usaha Distributor Hasil Tani,Tanah,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,227.9,2753032000,2202425600,13.77,HGB,Ya,3.0,0.678,Diterima,RM0041,Tidak,Tidak Berlaku,1.0,1.0,1.0,22331239.0,852387.0,60.0,0.0,1,1,11710822,771815,638075,1,9603190,9603190,0,1644021.0,1827092.0,2129195.0,2347417.0,14015337.0,13918651.0,24868249.0,15375859.0,11123651.0,8324462.0,-0.0069,0.1313,0.5414,Cakung Barat,227.9,0.0,12080000,3910000,Retno Nugroho,KCP Tebet Barat,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Senior RB,12,2018-11-23,3.0,0,0,6.0,6555556.0,14.369,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600022,3171011102830022,CIF1000022,2026-08-18,UMKM,PT Hutapea Mandiri,UD,Andi Simanjuntak,L,43,Cerai Mati,D3,DKI Jakarta,Jakarta Pusat,Sukmajaya,Region 3,KCP Cikini,Jasa,Laundry,15,65,2196791,41,150000000,KUR,12,Tambahan modal kerja usaha Laundry,Rumah,"Margahayu, Bekasi",Jawa Barat,Bekasi,147.5,978231000,782584800,6.52,SHM,Ya,3.0,0.8,Diterima,RM0082,Tidak,Tidak Berlaku,2.0,1.0,1.0,88013103.0,2930149.0,42.0,0.0,1,1,8888324,1409195,1264393,0,10412344,10412344,0,3137872.0,4315381.0,3441140.0,5215993.0,22912069.0,26361498.0,32829585.0,29108913.0,19439222.0,6884292.0,0.1506,0.1637,0.2365,Margahayu,96.7,50.8,8330000,3400000,Andi Susanto,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,15,2021-08-09,3.0,0,0,6.0,13250000.0,5.69,Pendek (<=12 bln),50-500jt (KUR Kecil/KMK/KI),0
